Rk_playoff,Tm,Age_playoff,W_playoff,L_playoff,W/L%,PW_playoff,PL_playoff,ORtg_playoff,DRtg_playoff,NRtg_playoff,Pace_playoff,FTr_playoff,3PAr_playoff,TS%_playoff,Offense_Four_Factors_eFG%_playoff,Offense_Four_Factors_TOV%_playoff,Offense_Four_Factors_ORB%_playoff,Offense_Four_Factors_FT/FGA_playoff,Defense_Four_Factors_eFG%_playoff,Defense_Four_Factors_TOV%_playoff,Defense_Four_Factors_DRB%_playoff,Defense_Four_Factors_FT/FGA_playoff,Rk_in_season,Age_in_season,W_in_season,L_in_season,PW_in_season,PL_in_season,MOV,SOS,SRS,ORtg_in_season,DRtg_in_season,NRtg_in_season,Pace_in_season,FTr_in_season,3PAr_in_season,TS%_in_season,Offense_Four_Factors_eFG%_in_season,Offense_Four_Factors_TOV%_in_season,Offense_Four_Factors_ORB%_in_season,Offense_Four_Factors_FT/FGA_in_season,Defense_Four_Factors_eFG%_in_season,Defense_Four_Factors_TOV%_in_season,Defense_Four_Factors_DRB%_in_season,Defense_Four_Factors_FT/FGA_in_season,Arena,Attend.,Attend./G,season_year,logo_url
1.0,Golden State Warriors,28.2,16.0,6.0,0.727,14.0,8.0,115.2,110.0,5.2,97.1,0.23,0.433,0.59,0.561,13.3,23.6,0.176,0.522,12.7,77.5,0.205,5.0,27.6,53.0,29.0,55,27,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,0.509,13.0,78.7,0.201,Chase Center,740624.0,18064.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/gs.png
2.0,Miami Heat,28.3,11.0,7.0,0.611,11.0,7.0,110.6,106.6,4.0,94.2,0.253,0.408,0.55,0.509,12.0,23.3,0.203,0.52,14.9,79.4,0.251,6.0,28.2,53.0,29.0,53,29,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,FTX Arena,804761.0,19628.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/mia.png
3.0,Boston Celtics,26.3,14.0,10.0,0.583,15.0,9.0,110.7,107.0,3.7,95.3,0.283,0.448,0.574,0.533,13.8,21.9,0.226,0.501,12.3,76.9,0.181,1.0,26.1,51.0,31.0,59,23,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,0.502,12.5,77.3,0.183,TD Garden,785396.0,19156.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/bos.png
4.0,Memphis Grizzlies,23.9,6.0,6.0,0.5,7.0,5.0,110.2,107.8,2.4,102.1,0.297,0.392,0.545,0.507,11.9,25.8,0.218,0.53,15.6,77.7,0.211,4.0,24.0,56.0,26.0,55,27,5.68,-0.32,5.37,114.6,109.0,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,FedEx Forum,646785.0,15775.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/mem.png
5.0,Milwaukee Bucks,29.5,7.0,5.0,0.583,7.0,5.0,104.4,102.8,1.6,98.5,0.236,0.367,0.529,0.498,12.4,21.6,0.172,0.499,11.9,83.8,0.168,8.0,28.5,51.0,31.0,49,33,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,Fiserv Forum,715581.0,17453.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/mil.png
6.0,Dallas Mavericks,27.1,9.0,9.0,0.5,9.0,9.0,114.9,114.1,0.8,92.6,0.289,0.513,0.584,0.546,10.1,15.7,0.223,0.539,12.8,74.7,0.214,7.0,26.7,52.0,30.0,50,32,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,American Airlines Center,808037.0,19708.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/dal.png
7.0,Philadelphia 76ers,27.4,6.0,6.0,0.5,6.0,6.0,112.3,112.0,0.3,92.2,0.29,0.426,0.592,0.545,14.3,20.4,0.246,0.512,11.0,75.8,0.207,9.0,26.8,51.0,31.0,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,Wells Fargo Center,846867.0,20655.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/phi.png
8.0,Phoenix Suns,27.8,7.0,6.0,0.538,6.0,7.0,115.6,116.7,-1.1,93.1,0.229,0.328,0.591,0.557,12.7,24.2,0.187,0.539,12.2,73.8,0.237,2.0,27.5,64.0,18.0,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,Phoenix Suns Arena,663171.0,16175.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/phx.png
9.0,New Orleans Pelicans,25.5,2.0,4.0,0.333,3.0,3.0,117.6,119.2,-1.6,93.4,0.342,0.312,0.566,0.518,13.0,35.0,0.267,0.575,10.7,80.3,0.193,21.0,25.6,36.0,46.0,38,44,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,Smoothie King Center,635941.0,15511.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/no.png
10.0,Brooklyn Nets,29.5,0.0,4.0,0.0,1.0,3.0,116.3,121.1,-4.8,93.8,0.33,0.349,0.61,0.577,14.6,23.0,0.244,0.562,12.9,69.9,0.223,15.0,29.1,44.0,38.0,43,39,0.78,0.04,0.82,113.6,112.8,0.8,99.0,0.246,0.359,0.576,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,Barclays Center,711539.0,17355.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png
11.0,Minnesota Timberwolves,24.8,2.0,4.0,0.333,2.0,4.0,106.4,111.8,-5.4,102.6,0.341,0.435,0.579,0.527,15.8,17.1,0.276,0.519,13.6,72.5,0.268,10.0,24.2,46.0,36.0,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,Target Center,657148.0,16028.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/min.png
12.0,Utah Jazz,29.1,2.0,4.0,0.333,2.0,4.0,108.8,115.0,-6.2,91.0,0.335,0.378,0.546,0.495,11.5,22.8,0.264,0.54,8.7,85.5,0.217,3.0,29.3,49.0,33.0,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,Vivint Smart Home Arena,750546.0,18306.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/utah.png
13.0,Denver Nuggets,28.1,1.0,4.0,0.2,1.0,4.0,113.6,121.8,-8.2,96.9,0.304,0.379,0.586,0.543,14.9,28.0,0.242,0.608,12.2,81.4,0.23,11.0,27.7,48.0,34.0,47,35,2.3,-0.15,2.16,114.5,112.1,2.4,97.8,0.244,0.416,0.59,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,Ball Arena,695262.0,16958.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/den.png
14.0,Toronto Raptors,25.3,2.0,4.0,0.333,2.0,4.0,111.2,120.2,-9.0,91.2,0.244,0.382,0.542,0.503,9.5,23.0,0.194,0.576,14.0,76.7,0.275,12.0,24.8,48.0,34.0,47,35,2.29,0.08,2.38,112.9,110.5,2.4,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,Scotiabank Arena,547343.0,13350.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/tor.png
15.0,Atlanta Hawks,25.5,1.0,4.0,0.2,1.0,4.0,102.3,114.9,-12.6,95.2,0.281,0.448,0.554,0.513,15.7,21.3,0.22,0.542,12.2,79.0,0.194,14.0,26.1,43.0,39.0,45,37,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,State Farm Arena,672742.0,16408.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/atl.png
16.0,Chicago Bulls,26.4,1.0,4.0,0.2,1.0,4.0,94.9,109.4,-14.5,100.3,0.16,0.408,0.493,0.461,11.9,15.8,0.133,0.553,13.9,81.4,0.17,20.0,26.3,46.0,36.0,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,0.248,0.332,0.579,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,United Center,856148.0,20882.0,2022,https://a.espncdn.com/i/teamlogos/nba/500/chi.png
1.0,Denver Nuggets,26.8,16.0,4.0,0.8,15.0,5.0,119.5,110.8,8.7,94.4,0.257,0.349,0.593,0.557,10.8,25.2,0.206,0.515,10.4,80.7,0.198,6.0,26.6,53.0,29.0,49,33,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,Ball Arena,788635.0,19235.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/den.png
2.0,Boston Celtics,27.7,11.0,9.0,0.55,12.0,8.0,117.2,113.7,3.5,95.0,0.234,0.452,0.594,0.56,11.6,23.0,0.189,0.527,11.4,77.5,0.185,1.0,27.4,57.0,25.0,57,25,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,TD Garden,785396.0,19156.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/bos.png
3.0,Los Angeles Lakers,27.8,8.0,8.0,0.5,9.0,7.0,113.7,111.3,2.4,98.1,0.285,0.347,0.573,0.529,10.9,21.1,0.23,0.513,11.4,74.0,0.148,16.0,27.9,43.0,39.0,42,40,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,Crypto.com Arena,763168.0,18614.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/lal.png
4.0,Miami Heat,29.0,13.0,10.0,0.565,13.0,10.0,114.1,112.5,1.6,94.5,0.228,0.388,0.567,0.531,10.9,21.5,0.185,0.534,12.6,74.9,0.213,21.0,27.7,44.0,38.0,40,42,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,Kaseya Center,807190.0,19688.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/mia.png
5.0,New York Knicks,24.7,6.0,5.0,0.545,6.0,5.0,108.9,108.5,0.4,91.9,0.329,0.402,0.537,0.492,13.6,30.8,0.246,0.502,12.2,76.8,0.206,7.0,24.5,47.0,35.0,48,34,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,0.536,11.4,77.1,0.21,Madison Square Garden (IV),795110.0,19393.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/ny.png
6.0,Golden State Warriors,28.6,6.0,7.0,0.462,6.0,7.0,111.9,112.1,-0.2,101.0,0.21,0.454,0.553,0.525,12.3,26.6,0.158,0.511,11.0,75.3,0.222,11.0,27.3,44.0,38.0,45,37,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,Chase Center,740624.0,18064.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/gs.png
7.0,Philadelphia 76ers,28.3,7.0,4.0,0.636,5.0,6.0,111.2,112.8,-1.6,91.4,0.227,0.404,0.555,0.51,11.8,23.5,0.201,0.54,11.4,81.4,0.197,3.0,28.2,54.0,28.0,52,30,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,Wells Fargo Center,839261.0,20470.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/phi.png
8.0,Sacramento Kings,25.3,3.0,4.0,0.429,3.0,4.0,110.7,112.8,-2.1,102.7,0.269,0.416,0.532,0.493,11.7,28.9,0.205,0.527,12.3,73.8,0.205,8.0,25.4,48.0,34.0,47,35,2.65,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,Golden 1 Center,715491.0,17451.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/sac.png
9.0,Phoenix Suns,29.1,6.0,5.0,0.545,5.0,6.0,117.0,119.4,-2.4,97.6,0.269,0.297,0.588,0.55,11.1,22.9,0.215,0.543,11.1,73.4,0.231,9.0,28.1,45.0,37.0,46,36,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,Footprint Center,699911.0,17071.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/phx.png
10.0,Milwaukee Bucks,30.8,1.0,4.0,0.2,2.0,3.0,114.0,118.9,-4.9,102.1,0.231,0.445,0.582,0.559,12.4,22.5,0.164,0.605,13.0,82.2,0.171,5.0,29.8,58.0,24.0,50,32,3.63,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,Fiserv Forum,718786.0,17531.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/mil.png
11.0,Atlanta Hawks,25.2,2.0,4.0,0.333,2.0,4.0,115.0,120.3,-5.3,100.7,0.176,0.388,0.558,0.529,11.0,25.1,0.144,0.6,11.6,78.5,0.144,18.0,24.9,41.0,41.0,42,40,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,State Farm Arena,719787.0,17556.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/atl.png
12.0,Cleveland Cavaliers,25.0,1.0,4.0,0.2,2.0,3.0,103.4,109.3,-5.9,91.1,0.237,0.39,0.544,0.513,15.4,23.2,0.176,0.48,13.8,65.1,0.229,2.0,25.4,51.0,31.0,55,27,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,Rocket Mortgage Fieldhouse,777280.0,18958.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/cle.png
13.0,Los Angeles Clippers,30.2,1.0,4.0,0.2,2.0,3.0,117.1,123.6,-6.5,98.7,0.298,0.381,0.577,0.529,12.3,26.8,0.246,0.57,10.9,72.7,0.268,17.0,29.7,44.0,38.0,42,40,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,Crypto.com Arena,720543.0,17574.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/lac.png
14.0,Memphis Grizzlies,24.1,2.0,4.0,0.333,2.0,4.0,104.0,111.4,-7.4,99.0,0.201,0.404,0.504,0.465,11.1,25.6,0.168,0.523,12.9,74.6,0.191,4.0,24.4,51.0,31.0,51,31,3.94,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,FedEx Forum,707836.0,17264.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/mem.png
15.0,Minnesota Timberwolves,27.4,1.0,4.0,0.2,1.0,4.0,109.7,118.9,-9.2,94.1,0.293,0.39,0.565,0.525,12.1,19.5,0.225,0.552,11.0,75.1,0.196,20.0,25.8,42.0,40.0,41,41,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,Target Center,687510.0,16769.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/min.png
16.0,Brooklyn Nets,27.3,0.0,4.0,0.0,1.0,3.0,103.1,115.6,-12.5,89.7,0.236,0.447,0.542,0.513,12.6,14.0,0.172,0.529,12.6,68.8,0.155,15.0,28.0,45.0,37.0,43,39,0.85,0.18,1.03,115.0,114.1,0.9,98.3,0.26,0.397,0.598,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,Barclays Center,724439.0,17669.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png
17.0,Chicago Bulls,,0.0,0.0,,,,,,,,,,,,,,,,,,,13.0,27.5,40.0,42.0,44,38,1.29,0.07,1.37,113.5,112.2,1.3,98.5,0.251,0.333,0.587,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,United Center,841632.0,20528.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/chi.png
18.0,New Orleans Pelicans,,0.0,0.0,,,,,,,,,,,,,,,,,,,10.0,25.9,42.0,40.0,46,36,1.89,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,Smoothie King Center,687691.0,16773.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/no.png
19.0,Oklahoma City Thunder,,0.0,0.0,,,,,,,,,,,,,,,,,,,14.0,22.8,40.0,42.0,44,38,1.09,-0.12,0.96,115.2,114.2,1.0,101.1,0.256,0.369,0.57,0.531,11.2,24.7,0.207,0.547,14.4,72.9,0.222,Paycom Center,636903.0,15534.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/okc.png
20.0,Toronto Raptors,,0.0,0.0,,,,,,,,,,,,,,,,,,,12.0,25.8,41.0,41.0,45,37,1.48,0.12,1.59,115.5,114.0,1.5,97.1,0.257,0.351,0.555,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,Scotiabank Arena,811261.0,19787.0,2023,https://a.espncdn.com/i/teamlogos/nba/500/tor.png
1.0,Boston Celtics,29.0,16.0,3.0,0.842,14.0,5.0,117.7,109.0,8.7,91.9,0.23,0.48,0.589,0.555,11.1,23.7,0.187,0.528,11.3,80.6,0.125,1.0,28.2,64.0,18.0,66,16,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.224,0.471,0.609,0.578,10.8,24.9,0.18,0.523,10.8,76.3,0.145,TD Garden,785396.0,19156.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/bos.png
2.0,Oklahoma City Thunder,23.0,6.0,4.0,0.6,7.0,3.0,112.0,105.4,6.6,94.3,0.216,0.396,0.563,0.53,10.7,20.8,0.172,0.501,14.4,72.9,0.17,2.0,23.4,57.0,25.0,58,24,7.41,-0.05,7.36,119.5,112.1,7.4,99.8,0.24,0.383,0.608,0.573,11.4,21.1,0.198,0.53,13.6,73.8,0.202,Paycom Center,715509.0,17451.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/okc.png
3.0,Orlando Magic,24.1,3.0,4.0,0.429,5.0,2.0,106.0,101.3,4.7,94.6,0.299,0.396,0.527,0.481,13.2,26.7,0.231,0.493,14.0,80.2,0.195,15.0,24.0,47.0,35.0,46,36,2.02,-0.55,1.48,113.4,111.3,2.1,96.9,0.287,0.369,0.577,0.541,13.3,25.3,0.218,0.543,13.8,78.1,0.206,Kia Center,773939.0,18849.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/orl.png
4.0,Minnesota Timberwolves,27.0,9.0,7.0,0.563,10.0,6.0,117.0,112.5,4.5,91.8,0.285,0.393,0.576,0.538,11.6,26.3,0.221,0.538,12.8,78.4,0.222,3.0,27.2,56.0,26.0,57,25,6.45,-0.07,6.39,115.6,109.0,6.6,97.1,0.27,0.384,0.594,0.559,13.0,23.2,0.209,0.515,12.9,76.9,0.197,Target Center,738984.0,18024.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/min.png
5.0,Dallas Mavericks,25.8,13.0,9.0,0.591,13.0,9.0,114.7,111.9,2.8,92.4,0.273,0.398,0.569,0.54,11.9,26.1,0.196,0.515,11.1,76.3,0.191,14.0,26.5,50.0,32.0,46,36,2.21,0.09,2.3,117.6,115.4,2.2,100.1,0.251,0.441,0.592,0.562,11.2,22.2,0.19,0.548,12.1,75.2,0.184,American Airlines Center,828897.0,20217.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/dal.png
6.0,Indiana Pacers,25.5,8.0,9.0,0.471,9.0,8.0,120.1,119.0,1.1,93.7,0.184,0.372,0.596,0.576,11.2,25.4,0.137,0.542,10.5,73.5,0.21,10.0,25.3,47.0,35.0,48,34,3.05,-0.3,2.75,121.0,118.0,3.0,101.7,0.222,0.38,0.606,0.578,11.3,23.8,0.173,0.556,12.1,74.1,0.228,Gainbridge Fieldhouse,677554.0,16526.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/ind.png
7.0,Philadelphia 76ers,29.6,2.0,4.0,0.333,3.0,3.0,116.9,117.1,-0.2,90.9,0.296,0.428,0.574,0.525,11.2,25.6,0.248,0.507,9.8,67.8,0.196,8.0,28.4,47.0,35.0,49,33,3.05,-0.54,2.51,116.9,113.8,3.1,97.5,0.264,0.373,0.574,0.532,10.7,24.8,0.218,0.537,13.1,74.3,0.215,Wells Fargo Center,821714.0,20042.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/phi.png
8.0,Denver Nuggets,27.3,7.0,5.0,0.583,5.0,7.0,110.6,112.8,-2.2,92.4,0.196,0.371,0.552,0.519,11.5,22.8,0.162,0.541,11.1,79.5,0.188,4.0,27.1,57.0,25.0,54,28,5.26,-0.03,5.23,118.5,113.0,5.5,96.8,0.224,0.352,0.589,0.562,11.5,25.5,0.17,0.526,11.2,75.6,0.195,Ball Arena,807062.0,19684.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/den.png
9.0,New York Knicks,26.4,7.0,6.0,0.538,6.0,7.0,118.7,120.9,-2.2,91.9,0.278,0.362,0.558,0.521,10.2,31.4,0.21,0.567,11.2,74.2,0.189,5.0,26.4,50.0,32.0,53,29,4.59,-0.23,4.36,118.2,113.4,4.8,95.2,0.246,0.404,0.574,0.54,11.9,29.4,0.192,0.543,12.3,76.1,0.176,Madison Square Garden (IV),808885.0,19729.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/ny.png
10.0,Los Angeles Lakers,29.3,1.0,4.0,0.2,2.0,3.0,111.7,114.0,-2.3,95.3,0.222,0.348,0.573,0.544,10.6,17.5,0.17,0.521,10.2,74.8,0.149,19.0,28.0,47.0,35.0,42,40,0.6,0.48,1.07,115.9,115.3,0.6,100.9,0.276,0.358,0.601,0.566,12.5,19.9,0.216,0.55,11.7,76.2,0.153,Crypto.com Arena,793945.0,18925.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/lal.png
11.0,Milwaukee Bucks,31.1,2.0,4.0,0.333,2.0,4.0,116.0,119.0,-3.0,93.3,0.245,0.365,0.576,0.538,10.0,22.1,0.201,0.556,9.1,76.2,0.14,12.0,30.2,49.0,33.0,47,35,2.62,-0.18,2.44,118.4,115.8,2.6,99.9,0.27,0.43,0.601,0.568,11.5,21.8,0.209,0.539,10.6,77.2,0.189,Fiserv Forum,740850.0,17659.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/mil.png
12.0,Cleveland Cavaliers,26.2,5.0,7.0,0.417,4.0,8.0,105.8,111.8,-6.0,92.7,0.204,0.394,0.54,0.51,11.8,18.6,0.155,0.518,12.4,73.7,0.21,13.0,26.2,48.0,34.0,47,35,2.41,-0.44,1.98,115.2,112.7,2.5,97.2,0.234,0.422,0.586,0.557,12.4,23.2,0.179,0.535,12.3,76.9,0.19,Rocket Mortgage Fieldhouse,793167.0,19432.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/cle.png
13.0,Los Angeles Clippers,30.5,2.0,4.0,0.333,2.0,4.0,110.3,117.7,-7.4,90.9,0.264,0.385,0.547,0.506,12.8,26.9,0.209,0.535,10.9,72.0,0.231,7.0,30.4,51.0,31.0,49,33,3.28,0.13,3.41,118.8,115.4,3.4,97.2,0.256,0.383,0.599,0.561,12.0,24.4,0.211,0.541,11.7,74.8,0.183,Crypto.com Arena,776782.0,18946.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/lac.png
14.0,Phoenix Suns,30.3,0.0,4.0,0.0,1.0,3.0,110.4,126.4,-16.0,93.5,0.37,0.343,0.586,0.528,13.9,18.2,0.307,0.548,12.3,64.7,0.287,9.0,29.3,49.0,33.0,49,33,3.06,0.02,3.08,117.6,114.6,3.0,98.3,0.271,0.378,0.603,0.565,13.4,25.0,0.219,0.536,11.3,75.6,0.178,Footprint Center,699911.0,17071.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/phx.png
15.0,New Orleans Pelicans,26.9,0.0,4.0,0.0,0.0,4.0,94.9,111.7,-16.8,94.3,0.189,0.388,0.489,0.448,16.4,25.7,0.163,0.563,12.7,81.6,0.159,6.0,26.0,49.0,33.0,52,30,4.41,0.05,4.46,117.4,112.9,4.5,97.9,0.261,0.373,0.591,0.558,11.8,24.4,0.202,0.541,12.9,76.9,0.186,Smoothie King Center,692054.0,17301.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/no.png
16.0,Miami Heat,26.3,1.0,4.0,0.2,1.0,4.0,101.6,118.8,-17.2,90.8,0.148,0.419,0.533,0.507,11.8,13.3,0.121,0.566,11.0,77.3,0.192,16.0,28.0,46.0,36.0,46,36,1.76,-0.66,1.1,114.0,112.2,1.8,96.2,0.257,0.394,0.578,0.538,11.7,21.8,0.21,0.543,12.7,78.1,0.174,Kaseya Center,809743.0,19750.0,2024,https://a.espncdn.com/i/teamlogos/nba/500/mia.png
